sex,race,c_charge_degree,c_charge_desc,decile_score,score_text,two_year_recid,r_charge_desc,r_charge_degree
Male,African-American,F,DWI w/Inj Susp Lic / Habit Off,3,Low,0,,
Female,African-American,F,Poss Pyrrolidinovalerophenone,2,Low,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,M,Battery,7,Medium,1,Driving License Suspended,(M2)
Male,Caucasian,M,Battery,2,Low,0,,
Male,African-American,F,arrest case no charge,2,Low,0,,
Male,Caucasian,M,DUI Property Damage/Injury,1,Low,0,,
Male,African-American,F,Grand Theft in the 3rd Degree,3,Low,0,,
Male,African-American,F,Aggravated Battery / Pregnant,6,Medium,1,Grand Theft in the 3rd Degree,(F3)
Male,Asian,M,Battery,3,Low,0,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,F,Possession of Cocaine,6,Medium,1,Aggravated Battery / Pregnant,(F2)
Male,Caucasian,M,DUI Property Damage/Injury,4,Low,0,,
Male,African-American,F,Possession Of Alprazolam,4,Low,1,Unlaw LicTag/Sticker Attach,(M2)
Male,Caucasian,F,Stalking (Aggravated),1,Low,0,,
Male,African-American,F,Felony Driving While Lic Suspd,6,Medium,0,,
Male,African-American,M,Battery,2,Low,0,,
Male,African-American,F,Stalking (Aggravated),8,High,0,,
Male,Caucasian,M,DUI Blood Alcohol Above 0.20,1,Low,0,,
Male,Caucasian,F,Felony Battery (Dom Strang),3,Low,0,,
Female,Caucasian,M,DUI Property Damage/Injury,1,Low,1,Driving License Suspended,(M2)
Male,Hispanic,F,Agg Battery Grt/Bod/Harm,2,Low,0,,
Male,African-American,F,Felony Petit Theft,9,High,0,,
Male,African-American,M,Possess Cannabis/20 Grams Or Less,5,Medium,0,,
Female,African-American,M,Battery,1,Low,0,,
Male,Caucasian,F,Grand Theft in the 3rd Degree,7,Medium,1,Tampering With Physical Evidence,(F3)
Male,African-American,F,Poss Contr Subst W/o Prescript,4,Low,0,,
Male,Caucasian,F,Aggrav Battery w/Deadly Weapon,1,Low,0,,
Male,Caucasian,F,arrest case no charge,3,Low,0,,
Female,Hispanic,M,Battery,8,High,1,Battery,(M1)
Female,African-American,M,Battery,6,Medium,1,Trespass Struct/Conveyance,(M2)
Female,Hispanic,F,Poss Alprazolam W/int Sell/Del,4,Low,1,Possession Of Heroin,(F3)
Male,Caucasian,F,Possession of Cocaine,5,Medium,1,Battery,(M1)
Male,African-American,F,Grand Theft (Motor Vehicle),1,Low,0,,
Male,Caucasian,M,Battery,1,Low,0,,
Female,Hispanic,M,Battery,1,Low,0,,
Male,Other,F,Pos Cannabis W/Intent Sel/Del,5,Medium,0,,
Male,Caucasian,M,Assault,4,Low,1,Oper Motorcycle W/O Valid DL,(M2)
Female,African-American,F,Possession of Cocaine,3,Low,1,Trespass Struct/Conveyance,(M2)
Female,Caucasian,M,Battery,3,Low,0,,
Male,Hispanic,F,Felony Battery w/Prior Convict,6,Medium,0,,
Male,Hispanic,M,Battery,7,Medium,1,Felony Battery w/Prior Convict,(F3)
Male,African-American,M,Petit Theft,3,Low,0,,
Male,Caucasian,F,Possession of Cocaine,3,Low,1,Possession of Cocaine,(F3)
Male,African-American,F,Grand Theft (Motor Vehicle),8,High,1,Fraudulent Use Credit Card,(F3)
Male,Caucasian,F,Possession Burglary Tools,2,Low,1,Grand Theft in the 3rd Degree,(F3)
Male,African-American,F,Felony Petit Theft,7,Medium,1,Trespass Struct/Conveyance,(M2)
Male,African-American,M,arrest case no charge,7,Medium,0,S/M/D/P/W/Int 1000 Sch/Child C,(F2)
Male,African-American,M,Driving License Suspended,5,Medium,1,Battery,(M1)
Male,African-American,F,Grand Theft in the 3rd Degree,7,Medium,1,Possession of Cocaine,(F3)
Male,African-American,F,Possession of Cocaine,4,Low,0,,
Male,African-American,F,Possession Of Heroin,1,Low,1,Poss Wep Conv Felon,(F2)
Male,Caucasian,M,Petit Theft,8,High,1,Agg Battery Grt/Bod/Harm,(F2)
Male,African-American,F,Aggravated Assault W/dead Weap,7,Medium,1,Uttering a Forged Instrument,(F3)
Male,Caucasian,M,Viol Injunct Domestic Violence,5,Medium,1,Defrauding Innkeeper,(M2)
Male,African-American,F,Felony Battery (Dom Strang),5,Medium,0,,
Male,Caucasian,F,Felony Driving While Lic Suspd,7,Medium,1,Possess Countrfeit Credit Card,(F3)
Male,Caucasian,M,Battery,5,Medium,0,,
Female,African-American,M,Battery,2,Low,0,,
Male,African-American,F,Grand Theft in the 3rd Degree,9,High,1,Driving License Suspended,(M2)
Male,Caucasian,F,Att Burgl Unoccupied Dwel,1,Low,0,,
Male,African-American,M,Battery,4,Low,1,Possess Drug Paraphernalia,(M1)
Male,African-American,F,Aggravated Battery / Pregnant,8,High,1,Felony Battery (Dom Strang),(F3)
Male,Caucasian,F,Burglary Conveyance Armed,4,Low,0,,
Male,African-American,F,Grand Theft in the 3rd Degree,2,Low,0,,
Male,Caucasian,F,arrest case no charge,1,Low,0,,
Male,Caucasian,F,Resist Officer w/Violence,1,Low,0,,
Male,Caucasian,M,Leave Acc/Attend Veh/More $50,4,Low,1,Harass Witness/Victim/Information,(M1)
Male,African-American,M,Possess Cannabis/20 Grams Or Less,4,Low,1,Fail Register Vehicle,(M2)
Female,Caucasian,M,Battery,2,Low,0,,
Male,Caucasian,M,Driving Under The Influence,1,Low,1,Driving Under The Influence,(M1)
Male,Caucasian,M,Poss Drugs W/O A Prescription,6,Medium,0,,
Male,African-American,F,Fleeing Or Attmp Eluding A Leo,10,High,1,Driving License Suspended,(M2)
Male,Hispanic,M,Battery,2,Low,0,,
Male,African-American,F,Driving While License Revoked,5,Medium,0,,
Male,African-American,M,Battery,6,Medium,0,,
Female,Caucasian,M,Unlaw Lic Use/Disply Of Others,3,Low,1,Driving License Suspended,(M2)
Male,Caucasian,F,Felony Battery (Dom Strang),6,Medium,1,DUI Property Damage/Injury,(M1)
Female,African-American,F,Pos Cannabis W/Intent Sel/Del,1,Low,0,,
Male,African-American,F,Aggravated Battery / Pregnant,4,Low,1,Viol Injunct Domestic Violence,(M1)
Male,African-American,M,arrest case no charge,3,Low,0,,
Male,African-American,F,Driving While License Revoked,9,High,1,Tampering With Physical Evidence,(F3)
Male,African-American,F,Possession of Codeine,7,Medium,0,,
Male,Caucasian,M,Battery,2,Low,0,,
Female,Caucasian,F,Possession of Cocaine,7,Medium,1,Lve/Scen/Acc/Veh/Prop/Damage,(M2)
Male,African-American,F,Grand Theft in the 3rd Degree,1,Low,1,Fraudulent Use of Credit Card,(F3)
Male,Hispanic,F,Grand Theft in the 3rd Degree,5,Medium,1,Grand Theft in the 3rd Degree,(F3)
Male,African-American,F,arrest case no charge,5,Medium,1,Petit Theft,(M2)
Male,Other,M,Battery,2,Low,0,,
Male,Caucasian,F,Possession of Cannabis,6,Medium,0,Possession of Cannabis,(F3)
Male,Caucasian,F,arrest case no charge,2,Low,0,,
Male,African-American,F,Possession of Cocaine,8,High,1,Burglary Structure Assault/Batt,(F7)
Male,African-American,M,Battery,4,Low,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,F,Driving While License Revoked,9,High,0,,(F3)
Female,Other,F,arrest case no charge,7,Medium,1,Grand Theft in the 3rd Degree,(F3)
Male,African-American,F,Felony Driving While Lic Suspd,2,Low,0,,
Male,African-American,F,"Del 3,4 Methylenedioxymethcath",5,Medium,0,,
Male,African-American,F,Possession Of Methamphetamine,2,Low,1,Possession Of Methamphetamine,(F3)
Female,Caucasian,F,Uttering a Forged Instrument,7,Medium,1,Resist/Obstruct W/O Violence,(M1)
Male,Caucasian,F,arrest case no charge,3,Low,1,Uttering a Forged Instrument,(F3)
Male,Caucasian,M,Battery,1,Low,0,,
Male,African-American,F,Driving While License Revoked,7,Medium,1,Petit Theft,(M2)
Female,African-American,F,Possession of Cocaine,1,Low,1,Petit Theft,(M2)
Male,African-American,M,Battery,2,Low,1,Retail/Farm/Fare/Theft,(M2)
Male,Caucasian,F,Felony Battery (Dom Strang),1,Low,0,,
Female,African-American,F,Grand Theft in the 3rd Degree,5,Medium,1,Grand Theft in the 3rd Degree,(F3)
Male,Caucasian,F,Possession Of Amphetamine,4,Low,0,,
Male,Caucasian,F,Driving While License Revoked,2,Low,0,,
Male,Caucasian,M,Battery,2,Low,0,,
Male,African-American,F,Driving While License Revoked,1,Low,0,,
Male,Caucasian,F,Grand Theft in the 3rd Degree,5,Medium,0,,
Male,Hispanic,M,Battery,7,Medium,1,Viol Pretrial Release Dom Viol,(M1)
Male,African-American,F,Burglary Conveyance Unoccup,8,High,1,Possession of Cocaine,(F3)
Male,African-American,F,Grand Theft (Motor Vehicle),8,High,1,Petit Theft $100- $300,(M1)
Male,Caucasian,F,Burglary Structure Unoccup,3,Low,1,Introduce Contraband Into Jail,(F3)
Female,African-American,M,Battery on Law Enforc Officer,6,Medium,0,,
Male,African-American,F,arrest case no charge,9,High,0,,
Male,Caucasian,M,Discharge Firearm From Vehicle,2,Low,1,Possession of Cocaine,(F3)
Male,Hispanic,F,arrest case no charge,1,Low,0,,
Male,African-American,F,Lease For Purpose Trafficking,3,Low,0,,
Male,Caucasian,F,Possession Of Alprazolam,9,High,1,Petit Theft,(M2)
Male,African-American,M,arrest case no charge,9,High,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,M,DUI Blood Alcohol Above 0.20,4,Low,1,Home Invasion Robbery,(F1)
Male,African-American,M,arrest case no charge,7,Medium,1,Resist/Obstruct W/O Violence,(M1)
Male,Caucasian,M,Viol Prot Injunc Repeat Viol,3,Low,1,Trespass,(MO3)
Male,Caucasian,F,Felony Battery (Dom Strang),2,Low,0,,
Male,African-American,M,Resist/Obstruct W/O Violence,3,Low,1,Battery on Law Enforc Officer,(F3)
Male,African-American,M,Poss Of RX Without RX,1,Low,0,,
Male,Caucasian,F,Lewd or Lascivious Molestation,1,Low,0,,
Male,Caucasian,F,Agg Assault W/int Com Fel Dome,2,Low,1,Driving License Suspended,(M2)
Female,Caucasian,F,Poss Pyrrolidinovalerophenone,8,High,1,Poss Pyrrolidinovalerophenone,(F3)
Female,Caucasian,F,arrest case no charge,7,Medium,0,Grand Theft in the 3rd Degree,(F3)
Male,Caucasian,F,Fraudulent Use of Credit Card,8,High,1,Petit Theft $100- $300,(M1)
Male,African-American,F,Aggravated Assault W/Dead Weap,2,Low,1,Trespass,(MO3)
Male,African-American,F,Felony Driving While Lic Suspd,3,Low,1,Petit Theft $100- $300,(M1)
Male,African-American,F,Burglary Conveyance Unoccup,4,Low,1,Petit Theft,(M2)
Male,African-American,M,Battery,2,Low,1,Robbery W/Firearm,(F1)
Male,African-American,M,Battery,3,Low,1,Battery,(M1)
Male,Caucasian,F,Possession of Cocaine,1,Low,0,,
Male,Caucasian,F,Poss Pyrrolidinovalerophenone,7,Medium,1,Possession Of Alprazolam,(F3)
Male,Other,F,Lewd/Lasciv Molest Elder Persn,1,Low,0,,
Male,Hispanic,M,Battery,2,Low,0,,
Male,Caucasian,M,arrest case no charge,1,Low,0,,
Male,Caucasian,M,Driving Under The Influence,1,Low,0,,
Female,Hispanic,F,Agg Battery Grt/Bod/Harm,2,Low,0,,
Male,African-American,F,arrest case no charge,9,High,0,,
Male,Hispanic,F,arrest case no charge,2,Low,0,,
Male,Hispanic,M,Viol Injunct Domestic Violence,1,Low,0,,
Male,Caucasian,M,Driving Under The Influence,6,Medium,0,,
Male,Other,F,Aggravated Assault W/Dead Weap,9,High,1,Battery,(M1)
Male,African-American,F,arrest case no charge,7,Medium,1,Operating W/O Valid License,(M2)
Male,Caucasian,M,Battery,1,Low,0,,
Male,Caucasian,F,arrest case no charge,3,Low,1,False Ownership Info/Pawn Item,(F3)
Female,African-American,F,arrest case no charge,3,Low,0,,
Female,Caucasian,M,arrest case no charge,8,High,1,Susp Drivers Lic 1st Offense,(M2)
Female,African-American,F,Possession of Cocaine,10,High,1,Possession of Cocaine,(F3)
Male,Caucasian,F,Possession of Cocaine,4,Low,1,Trespass Other Struct/Convey,(M1)
Male,Caucasian,M,Carrying A Concealed Weapon,3,Low,1,Possess Drug Paraphernalia,(M1)
Male,Caucasian,F,Aggravated Assault W/dead Weap,1,Low,0,,
Male,Caucasian,F,arrest case no charge,2,Low,0,,
Male,Caucasian,M,Viol Injunct Domestic Violence,1,Low,1,Use Computer for Child Exploit,(F3)
Male,African-American,F,Burglary Dwelling Occupied,6,Medium,0,,
Male,Caucasian,F,Dealing in Stolen Property,1,Low,0,,
Male,Caucasian,F,Possession of Cocaine,1,Low,1,Petit Theft $100- $300,(M1)
Male,African-American,F,Burglary Conveyance Unoccup,10,High,1,Resist/Obstruct W/O Violence,(M1)
Male,African-American,F,Grand Theft in the 3rd Degree,8,High,0,,
Female,Caucasian,M,Battery,1,Low,1,Lve/Scen/Acc/Veh/Prop/Damage,(M2)
Male,African-American,F,Felony Battery (Dom Strang),4,Low,1,Driving License Suspended,(M2)
Male,African-American,M,Battery,2,Low,0,,
Male,Caucasian,M,DUI Property Damage/Injury,1,Low,0,,
Male,Caucasian,F,Driving While License Revoked,6,Medium,1,Fail Register Vehicle,(M2)
Female,Caucasian,M,Battery,3,Low,0,,
Female,Caucasian,M,Battery,1,Low,0,,
Male,Hispanic,F,arrest case no charge,8,High,1,Resist Officer w/Violence,(F3)
Male,African-American,M,Battery,3,Low,0,,
Male,Caucasian,M,Battery,2,Low,0,,
Female,African-American,F,Battery on Law Enforc Officer,8,High,1,Trespass Struct/Conveyance,(M2)
Male,Caucasian,F,arrest case no charge,6,Medium,0,,
Male,African-American,F,Poss Contr Subst W/o Prescript,8,High,1,Possession of Cocaine,(F3)
Male,Caucasian,F,Aggravated Assault W/Dead Weap,6,Medium,0,,
Female,African-American,F,Possession Burglary Tools,5,Medium,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,F,Poss Pyrrolidinovalerophenone,10,High,1,Possess Cannabis/20 Grams Or Less,(M1)
Female,African-American,M,Petit Theft $100- $300,2,Low,0,,
Male,Other,F,Grand Theft in the 3rd Degree,1,Low,0,,
Male,Caucasian,F,Possession of Cocaine,7,Medium,0,,
Female,African-American,F,Aggravated Assault W/Dead Weap,6,Medium,0,,
Male,African-American,M,Felony Battery,2,Low,0,,
Male,Caucasian,M,Driving Under The Influence,1,Low,0,,
Male,Caucasian,F,arrest case no charge,7,Medium,0,,
Male,Caucasian,F,arrest case no charge,2,Low,0,,
Male,Caucasian,F,arrest case no charge,8,High,1,Prowling/Loitering,(M2)
Male,Caucasian,F,Attempted Burg/Convey/Unocc,2,Low,1,Grand Theft In The 3Rd Degree,(F3)
Male,Caucasian,M,Battery,4,Low,1,Felony Battery w/Prior Convict,(F3)
Male,Caucasian,F,Grand Theft in the 3rd Degree,3,Low,1,Grand Theft in the 3rd Degree,(F3)
Male,Other,F,Aggravated Assault,1,Low,0,,
Male,African-American,F,Driving While License Revoked,2,Low,0,,
Male,African-American,F,Robbery W/Firearm,9,High,1,Trespass Struct/Conveyance,(M2)
Male,African-American,F,Grand Theft in the 3rd Degree,3,Low,1,Grand Theft in the 3rd Degree,(F3)
Male,African-American,F,Grand Theft in the 3rd Degree,4,Low,0,,
Male,African-American,M,Battery,8,High,0,,
Male,Caucasian,F,Grand Theft in the 3rd Degree,7,Medium,1,Lve/Scen/Acc/Veh/Prop/Damage,(M2)
Male,Asian,M,Battery,1,Low,0,,
Male,Other,F,Grand Theft in the 3rd Degree,4,Low,0,,
Male,African-American,M,Battery,9,High,1,Driving License Suspended,(M2)
Male,Caucasian,F,arrest case no charge,1,Low,0,,
Male,Caucasian,M,Battery,4,Low,1,Possession of Cocaine,(F3)
Male,Caucasian,F,Felony Battery (Dom Strang),3,Low,0,,
Male,African-American,F,Burglary Dwelling Armed,8,High,1,Grand Theft in the 3rd Degree,(F3)
Male,Caucasian,M,Opert With Susp DL 2ND Offense,3,Low,0,,
Male,African-American,F,Driving While License Revoked,3,Low,0,,
Male,Caucasian,F,Resist Officer w/Violence,5,Medium,0,,
Male,African-American,F,Possession of Cocaine,8,High,0,,
Male,African-American,M,Battery,7,Medium,0,,
Female,African-American,F,Aggravated Assault W/Dead Weap,3,Low,1,Crimin Mischief Damage $1000+,(F3)
Male,Caucasian,F,Possession of Oxycodone,8,High,1,Driving While License Revoked,(F3)
Male,Other,F,arrest case no charge,1,Low,1,Viol Injunct Domestic Violence,(M1)
Male,Caucasian,F,Grand Theft in the 3rd Degree,2,Low,0,,
Female,Caucasian,M,Battery,2,Low,0,,
Male,African-American,F,Possession of Cocaine,6,Medium,0,,
Male,Caucasian,M,DUI - Enhanced,5,Medium,0,,
Male,African-American,M,Battery,7,Medium,1,Grand Theft (Motor Vehicle),(F3)
Male,African-American,M,Battery,1,Low,1,Expired DL More Than 6 Months,(M2)
Male,African-American,F,Felony Battery w/Prior Convict,3,Low,0,,
Male,Caucasian,F,Tampering With Physical Evidence,5,Medium,0,,
Male,Other,F,Carrying Concealed Firearm,2,Low,0,,
Male,African-American,F,Tampering With Physical Evidence,8,High,1,Reckless Driving,(M2)
Male,Caucasian,F,Grand Theft in the 3rd Degree,4,Low,0,,
Female,Caucasian,F,Driving While License Revoked,2,Low,0,,
Male,African-American,F,Felony Driving While Lic Suspd,7,Medium,0,,
Male,African-American,M,Battery,2,Low,1,Throw Deadly Missile Into Veh,(F2)
Female,Caucasian,M,Battery,5,Medium,0,,
Male,African-American,F,Possession of Cocaine,5,Medium,1,Ped Obstruct Traf/No Permit Sol,(M2)
Female,African-American,F,Battery on Law Enforc Officer,3,Low,1,Resist/Obstruct W/O Violence,(M1)
Male,African-American,F,Tampering With Physical Evidence,2,Low,0,,
Male,African-American,F,Aggrav Child Abuse-Agg Battery,4,Low,0,,
Female,Caucasian,F,Aggrav Battery w/Deadly Weapon,4,Low,0,,
Male,African-American,F,arrest case no charge,5,Medium,1,Battery,(M1)
Male,Caucasian,F,Dealing in Stolen Property,10,High,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,M,Battery,10,High,1,Driving License Suspended,(M2)
Male,African-American,M,Aggravated Battery / Pregnant,9,High,1,Reckless Driving,(M2)
Male,Caucasian,F,Aggravated Assault W/Dead Weap,9,High,1,Felony Battery w/Prior Convict,(F3)
Male,African-American,F,Possession of Cocaine,5,Medium,1,Grand Theft in the 3rd Degree,(F3)
Male,African-American,F,arrest case no charge,10,High,1,Throw In Occupied Dwell,(F2)
Male,Caucasian,F,Fleeing or Eluding a LEO,1,Low,1,Unlaw LicTag/Sticker Attach,(M2)
Male,Caucasian,M,Battery,2,Low,0,,
Male,African-American,F,Possession of Cannabis,7,Medium,1,Petit Theft,(M2)
Male,African-American,F,Felony Driving While Lic Suspd,2,Low,0,Use of Anti-Shoplifting Device,(F3)
Male,African-American,F,Driving While License Revoked,6,Medium,0,,
Female,Caucasian,F,Uttering a Forged Instrument,8,High,0,,
Male,African-American,F,Driving While License Revoked,5,Medium,1,Driving License Suspended,(M2)
Male,Caucasian,F,Child Abuse,3,Low,0,,
Female,Caucasian,F,Possession of Cocaine,3,Low,0,,
Female,African-American,M,DUI Property Damage/Injury,1,Low,0,,
Male,African-American,M,Driving Under The Influence,1,Low,1,Susp Drivers Lic 1st Offense,(M2)
Male,African-American,M,Battery,6,Medium,1,Operating W/O Valid License,(M2)
Female,Caucasian,F,Driving While License Revoked,5,Medium,0,,
Male,African-American,F,Del Cannabis At/Near Park,6,Medium,1,Driving License Suspended,(M2)
Male,African-American,F,Felony Driving While Lic Suspd,8,High,1,Possess Drug Paraphernalia,(M1)
Female,Caucasian,F,arrest case no charge,5,Medium,0,,
Female,African-American,M,Trespass Structure/Conveyance,10,High,0,,
Female,Caucasian,F,arrest case no charge,3,Low,0,,
Male,African-American,F,Felony Driving While Lic Suspd,1,Low,0,,
Male,African-American,M,DUI Level 0.15 Or Minor In Veh,1,Low,0,,
Male,African-American,F,Burglary Conveyance Assault/Bat,1,Low,0,,
Male,African-American,M,DUI - Enhanced,1,Low,0,,
Male,Caucasian,F,Possession of Cocaine,1,Low,0,,
Male,African-American,F,Robbery W/Firearm,4,Low,0,,
Male,African-American,M,Battery,4,Low,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,Caucasian,F,Manufacture Cannabis,1,Low,0,,
Female,African-American,M,Pos Cannabis W/Intent Sel/Del,10,High,0,,
Male,African-American,F,Poss Wep Conv Felon,10,High,0,,
Male,African-American,F,Felony Battery w/Prior Convict,4,Low,1,Viol Pretrial Release Dom Viol,(M1)
Male,African-American,M,Battery,6,Medium,0,,
Male,African-American,M,Resist/Obstruct W/O Violence,7,Medium,0,,
Male,African-American,F,Possession of Cannabis,6,Medium,1,Unlaw LicTag/Sticker Attach,(M2)
Female,African-American,M,Assault,2,Low,0,,
Male,African-American,F,Uttering a Forged Instrument,5,Medium,1,Driving License Suspended,(M2)
Male,Caucasian,F,Burglary Assault/Battery Armed,2,Low,0,,
Male,African-American,M,Battery,2,Low,0,,
Male,African-American,M,DWLS Canceled Disqul 1st Off,5,Medium,0,,
Male,African-American,M,Driving Under The Influence,3,Low,0,,
Male,Caucasian,M,Battery,1,Low,0,,
Male,African-American,F,arrest case no charge,10,High,0,,
Male,African-American,F,Driving While License Revoked,8,High,1,Resist/Obstruct W/O Violence,(M1)
Male,African-American,F,arrest case no charge,4,Low,0,,
Female,Caucasian,F,Aggrav Battery w/Deadly Weapon,3,Low,0,,
Male,African-American,M,Poss Of Controlled Substance,6,Medium,0,,
Female,African-American,F,Burglary With Assault/battery,1,Low,0,,
Male,Caucasian,M,Petit Theft,2,Low,1,Petit Theft,(M2)
Male,Caucasian,M,Assault,5,Medium,1,,(M2)
Female,African-American,M,Battery,6,Medium,1,Tampering With Physical Evidence,(F3)
Male,Caucasian,F,Felony Petit Theft,9,High,1,Grand Theft in the 3rd Degree,(F3)
Male,African-American,M,Battery,9,High,1,Susp Drivers Lic 1st Offense,(M2)
Female,African-American,F,Driving While License Revoked,1,Low,0,,
Male,Caucasian,F,arrest case no charge,7,Medium,1,Grand Theft in the 3rd Degree,(F3)
Male,African-American,M,Driving Under The Influence,1,Low,0,,
Male,African-American,F,arrest case no charge,4,Low,0,,
Male,African-American,F,arrest case no charge,9,High,0,,
Male,Caucasian,M,Driving License Suspended,4,Low,0,,
Male,Caucasian,F,Grand Theft in the 3rd Degree,6,Medium,1,Leave Acc/Attend Veh/More $50,(M2)
Male,African-American,M,arrest case no charge,3,Low,1,Robbery / No Weapon,(F2)
Male,African-American,M,Battery,5,Medium,0,,
Female,Caucasian,M,Battery,6,Medium,0,,
Male,African-American,F,arrest case no charge,9,High,1,Fraud Use/Persnl ID Info/Deceased,(F3)
Female,Caucasian,F,Felony Batt(Great Bodily Harm),2,Low,0,Battery,(M1)
Female,African-American,F,arrest case no charge,5,Medium,0,,
Male,Caucasian,F,Felony Battery,2,Low,0,,
Male,African-American,M,arrest case no charge,5,Medium,0,,
Female,Caucasian,M,Battery,5,Medium,1,Retail/Farm/Fare/Theft,(M2)
Male,African-American,F,arrest case no charge,8,High,1,Petit Theft,(M2)
Male,Caucasian,F,Possession of Cocaine,4,Low,0,,
Male,Caucasian,M,arrest case no charge,9,High,1,Possess Drug Paraphernalia,(M1)
Male,Hispanic,F,Carrying Concealed Firearm,2,Low,0,,
Female,Caucasian,F,Battery on Law Enforc Officer,1,Low,0,,
Male,Hispanic,M,Battery,1,Low,1,Operating W/O Valid License,(M2)
Male,African-American,M,Battery,3,Low,0,Driving License Suspended,(M2)
Male,African-American,F,Felony Driving While Lic Suspd,1,Low,1,Resist/Obstruct W/O Violence,(M1)
Male,Hispanic,F,arrest case no charge,1,Low,0,,
Male,African-American,M,Extradition/Defendants,8,High,1,Unlaw Use False Name/Identity,(M1)
Male,African-American,F,Possession of Cocaine,6,Medium,0,,
Male,African-American,F,Burglary Conveyance Unoccup,10,High,1,Tampering With Physical Evidence,(F3)
Male,African-American,M,Battery,1,Low,0,,
Female,Caucasian,F,Possession of Cocaine,2,Low,0,,
Female,Other,F,Uttering a Forged Instrument,3,Low,0,,
Male,African-American,F,Burglary Dwelling Occupied,4,Low,1,Possession of Cannabis,(F3)
Male,African-American,M,arrest case no charge,8,High,0,,
Male,Caucasian,M,Battery,2,Low,0,,
Male,Other,F,Felony Battery (Dom Strang),3,Low,1,Fail Register Vehicle,(M2)
Male,Other,M,Battery,1,Low,0,,
Male,Hispanic,F,arrest case no charge,4,Low,0,,
Female,Caucasian,M,Disorderly Conduct,1,Low,1,Criminal Mischief Damage <$200,(M2)
Female,African-American,F,Aggrav Battery w/Deadly Weapon,7,Medium,1,Resist/Obstruct W/O Violence,(M1)
Male,Caucasian,M,Operating W/O Valid License,1,Low,0,,
Male,Caucasian,M,Felony/Driving Under Influence,5,Medium,1,Opert With Susp DL 2nd Offens,(M1)
Female,Other,M,Battery,1,Low,0,,
Male,African-American,F,Grand Theft in the 3rd Degree,5,Medium,0,,
Female,African-American,F,Possession of Cocaine,7,Medium,0,,
Male,Asian,M,Battery,1,Low,0,,
Male,Hispanic,F,Leaving the Scene of Accident,2,Low,0,,
Male,African-American,F,arrest case no charge,1,Low,0,,
Male,African-American,F,Possession of Cocaine,1,Low,0,,
Male,Caucasian,M,Viol Injunct Domestic Violence,2,Low,0,,
Female,Caucasian,M,Battery,1,Low,0,,
Male,Hispanic,F,Possession of Cannabis,5,Medium,1,Possession of Cannabis,(F3)
Male,Caucasian,F,arrest case no charge,9,High,0,,
Male,African-American,M,arrest case no charge,7,Medium,1,Possess Drug Paraphernalia,(M1)
Male,Caucasian,F,Driving While License Revoked,1,Low,0,,
Male,Caucasian,F,Corrupt Public Servant,3,Low,1,Leave Acc/Attend Veh/More $50,(M2)
Male,African-American,F,Bribery Athletic Contests,9,High,1,Resist/Obstruct W/O Violence,(M1)
Male,African-American,F,Felony Driving While Lic Suspd,4,Low,0,,
Male,African-American,M,arrest case no charge,7,Medium,1,Resist/Obstruct W/O Violence,(M1)
Male,Caucasian,M,Battery,1,Low,0,,
Male,Caucasian,F,Possession Of Heroin,8,High,1,Petit Theft,(M2)
Female,African-American,F,Agg Battery Grt/Bod/Harm,10,High,0,,
Male,African-American,M,Driving License Suspended,3,Low,0,,
Female,Caucasian,M,Battery,1,Low,1,Trespass,(MO3)
Female,African-American,F,Aggravated Assault W/Dead Weap,3,Low,0,,
Male,Caucasian,F,Possession of Cannabis,3,Low,0,,
Male,Hispanic,F,Possession Of Heroin,10,High,1,Sell/Man/Del Pos/w/int Heroin,(F2)
Female,African-American,F,Grand Theft on 65 Yr or Older,2,Low,0,,
Male,African-American,M,Battery,7,Medium,0,,
Male,Caucasian,F,Grand Theft in the 3rd Degree,4,Low,0,,
Male,Hispanic,F,Battery on Law Enforc Officer,5,Medium,1,Operating W/O Valid License,(M2)
Male,African-American,F,Burglary Structure Unoccup,5,Medium,0,,
Female,Caucasian,F,Tamper With Witness/Victim/CI,3,Low,1,Susp Drivers Lic 1st Offense,(M2)
Male,African-American,F,Crim Attempt/Solic/Consp,9,High,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,Caucasian,M,Driving License Suspended,1,Low,0,,
Female,Caucasian,F,arrest case no charge,6,Medium,1,Unlaw Use False Name/Identity,(M1)
Male,African-American,M,arrest case no charge,1,Low,0,,
Female,African-American,M,Battery,1,Low,0,,
Male,African-American,M,DWLS Canceled Disqul 1st Off,5,Medium,1,Driving License Suspended,(M2)
Female,Caucasian,F,arrest case no charge,7,Medium,0,,
Female,African-American,M,Battery,5,Medium,0,,
Male,African-American,M,Battery,5,Medium,0,,
Male,African-American,F,Agg Battery Grt/Bod/Harm,4,Low,1,Possess Cannabis/20 Grams Or Less,(M1)
Male,African-American,M,Battery,3,Low,0,,
Female,Hispanic,M,arrest case no charge,2,Low,0,,
